User ID,User,email,Vet ID,ชื่อ คลินิก/ โรงพยาบาลสัตว์ / ร้านค้า,แขวง/ตำบล,เขต/อำเภอ,จังหวัด,Address ID,วันที่เปิดทำการ,เวลาเปิดทำการ,เวลาปิดทำการ,ที่อยู่,เบอร์โทรคลินิก/ โรงพยาบาลสัตว์ / ร้านค้า,เลขละติจูด-ลองติจูด,Link แชร์โลเคชั่น,Facebook Page ของคลินิก/ โรงพยาบาลสัตว์ / ร้านค้า,Line@ คลินิก/ โรงพยาบาลสัตว์ / ร้านค้า
177,trio110601177,110601177@supertriodog.com,110601177,โรงพยาบาลสัตว์มายด็อก,บางเสาธง,อำเภอบางเสาธง,สมุทรปราการ,110601,ทุกวัน,9:00:00 AM,7:00:00 PM,118/2-3 เคหะบางพลี ถนนเทพารักษ์,859898779,"13.569899, 100.786613",https://goo.gl/maps/EzfZanAwY3yci4ZH8,https://www.facebook.com/mydogpethospital/,https://lin.ee/mDsU5FY
178,trio850205178,850205178@supertriodog.com,850205178,ULTRAVET PET WELLNESS,บางแก้ว,อำเภอละอุ่น,ระนอง,850205,"วันจันทร์, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",9:00:00 AM,8:00:00 PM,หมู่บ้านเลคไซด์วิลล่า 1 เลขที่ 901/3-5 หมู่ 15 ถ.บางนา-ตราด,065-5265994,"13.661336, 100.659748",https://goo.gl/maps/2vGKBGmBgWDvkRRd9,https://www.facebook.com/ultravet.clinic,@ultravet
179,trio950101179,950101179@supertriodog.com,950101179,บ้านหมอมดแดงรักสัตว์,สะเตง,อำเภอเมืองยะลา,ยะลา,950101,ทุกวัน,8:30:00 AM,8:00:00 PM,369 ถนน ผังเมือง 4,082 565 5978,"6.53585789796728, 101.28656745767074",https://goo.gl/maps/yrFNZJPLvvJ9NjL69,https://www.facebook.com/petsvillage,
180,trio950101180,950101180@supertriodog.com,950101180,คลินิกปันรักษ์สัตวแพทย์,สะเตง,อำเภอเมืองยะลา,ยะลา,950101,ทุกวัน,8:00:00 AM,8:00:00 PM,917-919 ถนน ผังเมือง 4,644252256,"6.549480364676578, 101.29395539985826",https://goo.gl/maps/w5zhjQ3Xqfk5Ugyz8,https://www.facebook.com/Punrakvet.Yala,
181,trio810801181,810801181@supertriodog.com,810801181,บอลสัตวแพทย์,เหนือคลอง,อำเภอเหนือคลอง,กระบี่,810801,ทุกวัน,8:00:00 AM,6:30:00 PM,925/3 ถ.เพชรเกษม,75691682,"8.07584144300544, 98.99427301361034",https://goo.gl/maps/WY38N2Pn79eaHzEu8,https://www.facebook.com/profile.php?id=100054201624581,
182,trio110114182,110114182@supertriodog.com,110114182,คลินิก ซ.20 รักษาสัตว์,บางเมืองใหม่,อำเภอเมืองสมุทรปราการ,สมุทรปราการ,110114,"วันจันทร์, วันอังคาร, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",10:00:00 AM,8:00:00 PM,80/360 ม.ทิพวัล ซ.ทิพวัล 20 ถ.เทพารักษ์,0818700892 / 027582355,"13.6296069,100.6045906",ซอย 20 รักษาสัตว์ 081 870 0892 https://maps.app.goo.gl/ArPXLyR5HWJxp8K79,,manvet@soi20
183,trio141001183,141001183@supertriodog.com,141001183,โรงพยาบาลสัตว์ลาดบัวหลวง,ลาดบัวหลวง,อำเภอลาดบัวหลวง,พระนครศรีอยุธยา,141001,ทุกวัน,8:00:00 AM,7:30:00 PM,59/8 ม.3,"080-2531726, 035-379253","14.1617423,100.2256811",https://goo.gl/maps/g9t5CQCxhohYkYFUA,โรงพยาบาลสัตว์ลาดบัวหลวง,@Lat Bua Luang Vet
184,trio130302184,130302184@supertriodog.com,130302184,Petto machi,บึงยี่โถ,อำเภอธัญบุรี,ปทุมธานี,130302,ทุกวัน,10:00:00 AM,8:00:00 PM,98 หมู่ 2 ถนนรังสิต-นครนายก,804677567,"(14.0014407, 100.6850617)",Petto machi 080 467 7567 https://maps.app.goo.gl/yfZjGp5ssuGwWkGw7?g_st=ic,https://www.facebook.com/PettoMachi/?mibextid=ZbWKwL,pettomachi
185,trio190201185,190201185@supertriodog.com,190201185,กิ๊ฟ มี ด๊อก สัตวแพทย์,แก่งคอย,อำเภอแก่งคอย,สระบุรี,190201,"วันจันทร์, วันพุธ, วันศุกร์, วันอาทิตย์",8:00:00 AM,7:00:00 PM,ถนน สุดบรรทัด,036-244371,"14.5852979,100.9767343",https://goo.gl/maps/wZUjCbPN9fNKGS9Z8,GIFT ME DOG สัตวแพทย์,
186,trio220205186,220205186@supertriodog.com,220205186,เพื่อนรักสี่ขา,บางชัน,อำเภอขลุง,จันทบุรี,220205,ทุกวัน,9:00:00 AM,7:00:00 PM,269/246 ถ.พระยาสุเรนทร์,064 559 6769,"(13.8352824, 100.7073819)",เพื่อนรักสี่ขา รักษาสัตว์ อาบน้ำ ฝากเลี้ยง 064 559 6769 https://maps.app.goo.gl/LaghjCdB1sBbPYFg7?g_st=ic,https://www.facebook.com/profile.php?id=100087498846115,-
187,trio850205187,850205187@supertriodog.com,850205187,โรงพยาบาลสัตว์เมก้าเพ็ท,บางแก้ว,อำเภอละอุ่น,ระนอง,850205,ทุกวัน,9:00:00 AM,8:30:00 PM,186 หมู่ 9,953989929,"13.64399,100.66206",โรงพยาบาลสัตว์เมก้าเพ็ท Mega Pet Hospital 095 398 9929 https://maps.app.goo.gl/9ADtHNx8VFGERA5NA?g_st=ic,Megapet hospital,@megapet
188,trio140103188,140103188@supertriodog.com,140103188,โรงพยาบาลสัตว์ชัยมงคล,หอรัตนไชย,อำเภอพระนครศรีอยุธยา,พระนครศรีอยุธยา,140103,ทุกวัน,8:30:00 AM,8:30:00 PM,3477,089-3788989,"14.3431269,100.581705",https://goo.gl/maps/G1heSVd81nj9oAJn8,โรงพยาบาลสัตว์ชัยมงคล,
189,trio101001189,101001189@supertriodog.com,101001189,คุ้มเกล้ารักษาสัตว์,แขวงมีนบุรี,เขตมีนบุรี,กรุงเทพมหานคร,101001,ทุกวัน,9:00:00 AM,7:00:00 PM,83/3 หมู่บ้านโกลเด้นเฮ้าส์ ถ.คุ้มเกล้า,896727597,"(13.8057358, 100.7834452)",คุ้มเกล้ารักษาสัตว์ https://maps.app.goo.gl/BikfrMLajkrrHWKm8?g_st=ic,-,-
190,trio100502190,100502190@supertriodog.com,100502190,โรงพยาบาลสัตว์เพ็ทแลนด์,แขวงอนุสาวรีย์,เขตบางเขน,กรุงเทพมหานคร,100502,ทุกวัน,9:00:00 AM,8:00:00 PM,เลขที่ 26 ซ.รามอินทรา 31 ถ.รามอินทรา,096-9514010,-,https://www.google.com/localservices/profile?spp=CgwvZy8xaGM1cG1tdmo%3D&scp=CgAaZuC5guC4o-C4h-C4nuC4ouC4suC4muC4suC4peC4quC4seC4leC4p-C5jOC5gOC4nuC5h-C4l-C5geC4peC4meC4lOC5jCBAIOC4o-C4suC4oeC4reC4tOC4meC4l-C4o-C4siAzMSpm4LmC4Lij4LiH4Lie4Lii4Liy4Lia4Liy4Lil4Liq4Lix4LiV4Lin4LmM4LmA4Lie4LmH4LiX4LmB4Lil4LiZ4LiU4LmMIEAg4Lij4Liy4Lih4Lit4Li04LiZ4LiX4Lij4LiyIDMx&q=%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%AA%E0%B8%B1%E0%B8%95%E0%B8%A7%E0%B9%8C%E0%B9%80%E0%B8%9E%E0%B9%87%E0%B8%97%E0%B9%81%E0%B8%A5%E0%B8%99%E0%B8%94%E0%B9%8C+@+%E0%B8%A3%E0%B8%B2%E0%B8%A1%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B8%B2+31,-,-
191,trio100601191,100601191@supertriodog.com,100601191,TH ANIMAL HOSPITAL,แขวงคลองจั่น,เขตบางกะปิ,กรุงเทพมหานคร,100601,ทุกวัน,9:00:00 AM,9:00:00 PM,138 โยธินพัฒนา,02-5392885-7,RJ5C+PH กรุงเทพมหานคร,http://www.thvet.com/,TH ANIMAL HOSPITAL,@thvet
192,trio850205192,850205192@supertriodog.com,850205192,Pet village,บางแก้ว,อำเภอละอุ่น,ระนอง,850205,"วันจันทร์, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",9:30:00 AM,8:00:00 PM,121/12 หมู่ 8 หมู่บ้านพฤกษาวิลล์ 66/3 ถนน บัวนครินทร์,863889329,"JMG8+G34, Bang Kaeo, Bang Phli District, Samut Prakan 10540","JMG8+G34, Bang Kaeo, Bang Phli District, Samut Prakan 10540",Pet Village Animal Clinic,
193,trio103801193,103801193@supertriodog.com,103801193,คลินิกบ้านรักษ์สัตว์,แขวงลาดพร้าว,เขตลาดพร้าว,กรุงเทพมหานคร,103801,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์",10:00:00 AM,7:00:00 PM,4/43-44  ถนนโชคชัย4,0-2570-8104,"(13.8248120, 100.5936269)",บ้านรักสัตว์ 02 570 8104 https://maps.app.goo.gl/FZ3HjckYJHweFrtz6?g_st=ic,-,-
194,trio110102194,110102194@supertriodog.com,110102194,โรงพยาบาลสัตว์แบริ่ง,สำโรงเหนือ,อำเภอเมืองสมุทรปราการ,สมุทรปราการ,110102,ทุกวัน,10:00:00 AM,8:00:00 PM,102/2 ถ.สุขุมวิท107,842087111,"(13.6569042, 100.6054581)",https://maps.app.goo.gl/anP5C8wMBqR8YPXQ6?g_st=ic,โรงพยาบาลสัตว์แบริ่ง,@bearingph
195,trio451102195,451102195@supertriodog.com,451102195,โรงพยาบาลสัตว์เลี้ยงพรีเมียร์ Premier Pet Hospital,ดอกไม้,อำเภอสุวรรณภูมิ,ร้อยเอ็ด,451102,ทุกวัน,9:00:00 AM,9:00:00 PM,121 ถ.เฉลิมพระเกียรติ ร.9,083 064 1980,"(13.7015897, 100.6876868)",Premier Pet Hospital 083 064 1980 https://maps.app.goo.gl/4ykj8DkhaGcX45c67?g_st=ic,https://www.facebook.com/premierpethospital,-
196,trio810704196,810704196@supertriodog.com,810704196,โรงพยาบาลสัตว์เฟิร์สแคร์,ดินแดง,อำเภอลำทับ,กระบี่,810704,ทุกวัน,10:00:00 AM,9:00:00 PM,228-230 ซ.ประชาสงเคราะห์ 45 ถ.ประชาสงเคราะห์,02 692 6841,"(13.7784700, 100.5662872)",First Care Animal Hospital. 02 692 6841 https://maps.app.goo.gl/NjaQKC7LXW6x4Mge8?g_st=ic,-,-
197,trio103902197,103902197@supertriodog.com,103902197,โรงพยาบาลสัตว์สุขุมวิท 49,แขวงคลองตันเหนือ,เขตวัฒนา,กรุงเทพมหานคร,103902,ทุกวัน,9:00:00 AM,7:00:00 PM,120/1-2 สุขุมวิท 49,02 392 4360,"(13.7348947, 100.5772229)","Sukhumvit 49 Veterinary Hospital 02 392 4360 https://maps.google.com?q=120%20Sukhumvit%2049%20Veterinary%20Hospital,%201-2%20Sukhum%20Vit%2049,%20Khlong%20Tan%20Nuea,%20Watthana,%20Bangkok%2010110&ftid=0x30e29e5503ce9047:0x72822d7466bce80d&hl=en-TH&gl=th&entry=gps&g_st=ic",-,-
198,trio103903198,103903198@supertriodog.com,103903198,พัฒนเวศม์รักษาสัตว์,แขวงพระโขนงเหนือ,เขตวัฒนา,กรุงเทพมหานคร,103903,ทุกวัน,10:30:00 AM,8:00:00 PM,537/33 ถ.สุขุมวิท 71,02 381 6502,"(13.7265059, 100.5957881)",Pattanawech Animal Hospital 02 381 6502 https://maps.app.goo.gl/cK1x1zjNkTeWfZaz9?g_st=ic,-,-
199,trio451102199,451102199@supertriodog.com,451102199,คลินิกบ้านหมายิ้ม,ดอกไม้,อำเภอสุวรรณภูมิ,ร้อยเอ็ด,451102,ทุกวัน,9:00:00 AM,6:00:00 PM,129/298 ถ.เฉลิมพระเกียรติ ร.9,02 328 8247,"(13.7174158, 100.6973831)",คลินิกบ้านหมายิ้ม 02 328 8247 https://maps.app.goo.gl/XSi5QrN9VaQt3u4CA?g_st=ic,-,-
200,trio190101200,190101200@supertriodog.com,190101200,โรงพยาบาลสัตว์หมอรักสัตว์,ปากเพรียว,อำเภอเมืองสระบุรี,สระบุรี,190101,ทุกวัน,8:00:00 AM,7:00:00 PM,66 84,036-312685,"14.5264667,100.9027559",https://goo.gl/maps/FweHAf3MCkTCJP9J9,โรงพยาบาลสัตว์หมอรักสัตว์,
201,trio190404201,190404201@supertriodog.com,190404201,คลินิกรักษาสัตว์หมอลุ้ย,วิหารแดง,อำเภอวิหารแดง,สระบุรี,190404,"วันจันทร์, วันอังคาร, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",9:00:00 AM,8:00:00 PM,หน้าศาลเจ้าพ่อแดง 483 ม.1,086-1259965,"14.3377656,100.9962679",https://goo.gl/maps/3DV4h92ipvV14QDg6,คลินิกรักษาสัตว์ หมอลุ้ย,
202,trio130301202,130301202@supertriodog.com,130301202,โรงพยาบาลสัตว์บ้านฟ้า,ประชาธิปัตย์,อำเภอธัญบุรี,ปทุมธานี,130301,ทุกวัน,9:00:00 AM,12:00:00 AM,879 ถ.รังสิต-นครนายก (คลอง 2),"02-9908819, 091-8190550","13.9943701,100.6563345",https://goo.gl/maps/YUmiUYBLrwDYmKBC6,โรงพยาบาลสัตว์บ้านฟ้า,
203,trio130602203,130602203@supertriodog.com,130602203,โรงพยาบาลสัตว์ บ้านสัตวแพทย์,ลาดสวาย,อำเภอลำลูกกา,ปทุมธานี,130602,ทุกวัน,9:00:00 AM,9:00:00 PM,2 ปท.3017,"02-1522716, 081-6209990","13.9816642,100.6827207",https://goo.gl/maps/26FGEjoVj9VgBL586,รพ.ส.บ้านสัตวแพทย์ ลำลูกกา คลอง 4,
204,trio120203204,120203204@supertriodog.com,120203204,นนทวี รักษาสัตว์,บางสีทอง,อำเภอบางกรวย,นนทบุรี,120203,ทุกวัน,9:00:00 AM,8:00:00 PM,90/2 ถ.บางกรวยไทรน้อย,24471639,-,-,-,-
205,trio103602205,103602205@supertriodog.com,103602205,โรงพยบาลสัตว์เลิศบวรสัตวแพทย์,แขวงสีกัน,เขตดอนเมือง,กรุงเทพมหานคร,103602,ทุกวัน,9:00:00 AM,8:00:00 PM,180 ถ.สรณคมน์,877852360,"13.928932, 100.599621",https://veterinary-care-166.business.site/,รพส.เลิศบวรสัตวแพทย์,lertbowon
206,trio110308206,110308206@supertriodog.com,110308206,โรงพยาบาลสัตว์กิ่งแก้ว,ราชาเทวะ,อำเภอบางพลี,สมุทรปราการ,110308,ทุกวัน,8:00:00 AM,12:00:00 AM,40/39  หมู่4,21086389,"(13.6725102, 100.7216045)",MPFC+2J9 ตำบลราชาเทวะ อำเภอบางพลี สมุทรปราการ,โรงพยาบาลสัตว์กิ่งแก้ว,863920535
207,trio200104207,200104207@supertriodog.com,200104207,Three vet pet care,แสนสุข,อำเภอเมืองชลบุรี,ชลบุรี,200104,ทุกวัน,9:00:00 AM,6:30:00 PM,14 บางแสนสาย4 เหนือ,987750823,"13.2884490, 100.9288180","13°17'18.4""N 100°55'43.7""E https://goo.gl/maps/mpHnt61UTPBSFMS18",,
208,trio360105208,360105208@supertriodog.com,360105208,โรงพยาบาลสัตว์เพ็ชรรัตน์,บ้านค่าย,อำเภอเมืองชัยภูมิ,ชัยภูมิ,360105,ทุกวัน,8:30:00 AM,12:00:00 AM,21/8 ม.2,826893544,"(12.7892154, 101.3017550)",โรงพยาบาลสัตว์เพ็ชรรัตน์ 082 689 3544 https://maps.app.goo.gl/uUsCRkFoimgyqFww5?g_st=ic,โรงพยาบาลสัตว์เพ็ชรรัตน์ ระยอง,@pcahrayong
209,trio550903209,550903209@supertriodog.com,550903209,เชียงคานรักษาสัตว์,เชียงคาน,อำเภอเชียงกลาง,น่าน,550903,ทุกวัน,5:00:00 PM,7:00:00 PM,64 ม.1 ถ.ศรีเชียงคาน	ต.เชียงคาน	เชียงคาน	เลย	42110,879391588,"(17.8926266, 101.6524433)",เชียงคานรักษาสัตว์ 087 939 1588 https://maps.app.goo.gl/uziLFuaoo5MKnJDB6?g_st=ic,,
210,trio530101210,530101210@supertriodog.com,530101210,เพนนีสัตวแพทย์,ท่าอิฐ,อำเภอเมืองอุตรดิตถ์,อุตรดิตถ์,530101,"วันจันทร์, วันอังคาร, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",10:00:00 AM,7:00:00 PM,246/7 ถ.บรมอาสน์	ต.ท่าอิฐ	เมือง	อุตรดิตถ์	53000,088-2805846,"(17.6119410, 100.0877288)",เพนนีสัตวแพทย์: Penny Pet Clinic 055 040 211 https://maps.app.goo.gl/LYqTPAAHtYKCGuZ99?g_st=ic,,
211,trio620101211,620101211@supertriodog.com,620101211,เอแอนพีรักษาสัตว์,ในเมือง,อำเภอเมืองกำแพงเพชร,กำแพงเพชร,620101,ทุกวัน,10:00:00 AM,7:00:00 PM,3  ถ.บำรุงราษร์	ต.ในเมือง	เมือง	กำแพงเพชร	62000,870605630,"(16.4712430, 99.5281791)",เอแอนด์พี รักษาสัตว์ - A&P Vet Clinic 084 889 9897 https://maps.app.goo.gl/tw23SNjd2vtxD9Ka6?g_st=ic,,
212,trio630103212,630103212@supertriodog.com,630103212,โรงพยาบาลสัตว์เมืองตาก,เชียงเงิน,อำเภอเมืองตาก,ตาก,630103,"วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",10:00:00 AM,7:00:00 PM,273/35 ถ.ท่าแคอุทิศ	ต.เชียงเงิน	เมือง	ตาก	63000,899978465,"(16.8562995, 99.1292726)",โรงพยาบาล​สัตว์​เมืองตาก 089 259 4854 https://maps.app.goo.gl/kkzv3Xjrj1PApQBZ9?g_st=ic,,
213,trio800101213,800101213@supertriodog.com,800101213,โรงพยาบาลสัตว์สถานีรักษาสัตว์,ในเมือง,อำเภอเมืองนครศรีธรรมราช,นครศรีธรรมราช,800101,ทุกวัน,10:00:00 AM,7:00:00 PM,"303/91 ถนนพิษณุโลก-หล่มสัก (ใกล้ห้างเทสโก้โลตัส Samo Khae, เมือง Phitsanulok 65000",096 469 4446,"(16.8171627, 100.3133602)",โรงพยาบาลสัตว์ สถานีรักษาสัตว์ 096 469 4446 https://maps.app.goo.gl/4du6sLGAWpg3FXzYA?g_st=ic,,
214,trio420102214,420102214@supertriodog.com,420102214,คลินิกรักษาสัตว์ เว็ท ไอคอนิค,เมือง,อำเภอเมืองเลย,เลย,420102,ทุกวัน,10:00:00 AM,7:00:00 PM,515 ม.8 ถ.เลย-เชียงคาน	ต.เมือง	เมืองเลย	เลย	42000,088 156 4298,"(17.5349216, 101.7250112)",คลินิกรักษาสัตว์ เว็ท ไอคอนิค เมืองเลย 088 156 4298 https://maps.app.goo.gl/K1TLtbfsxgAxJg5e6?g_st=ic,,
215,trio650115215,650115215@supertriodog.com,650115215,คลินิกสัตว์เลี้ยงต้นรักษ์,พลายชุมพล,อำเภอเมืองพิษณุโลก,พิษณุโลก,650115,ทุกวัน,10:00:00 AM,7:00:00 PM,คลินิกสัตว์เลี้ยงต้นรักษ์ หมู่ที่ 5 98/92 ถ. สิงหวัฒน์ ตำบลพลายชุมพล อำเภอเมืองพิษณุโลก พิษณุโลก 65000,094 941 8884,"(16.8428478, 100.2310891)",คลินิกสัตว์เลี้ยงต้นรักษ์ Tonrak Pet Clinic 094 941 8884 https://maps.app.goo.gl/eMqQbGkE6AbiS1T27?g_st=ic,,
216,trio170101216,170101216@supertriodog.com,170101216,คลินิกสัตว์สี่ขา,บางพุทรา,อำเภอเมืองสิงห์บุรี,สิงห์บุรี,170101,"วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",10:00:00 AM,7:00:00 PM,817 ถ.รัตนโกสินทร์200ปี	ต.บางพุทรา	เมือง	สิงห์บุรี	16000,036 524 635,"(14.8932765, 100.4004197)",คลินิกสัตว์สี่ขา 036 524 635 https://maps.app.goo.gl/V1CBFZXyz7PmkQeWA?g_st=ic,,
217,trio600701217,600701217@supertriodog.com,600701217,คลินิกหมอขวัญสัตวแพทย์,ตาคลี,อำเภอตาคลี,นครสวรรค์,600701,ทุกวัน,10:00:00 AM,7:00:00 PM,629/4 ถ.พหลโยธิน	ต.ตาคลี	ตาคลี	นครสวรรค์	60140,056-265725,"(15.2615227, 100.3297586)",หมอขวัญสัตวแพทย์ https://maps.app.goo.gl/AsGHSn4BeEJ93oog7?g_st=ic,,
218,trio900208218,900208218@supertriodog.com,900208218,ทรัพย์ทวีรักษาสัตว์,ท่าหิน,อำเภอสทิงพระ,สงขลา,900208,ทุกวัน,10:00:00 AM,7:00:00 PM,216 ถ.พระราม	ต.ท่าหิน	เมืองลพบุรี	ลพบุรี	15000,065 868 0805,"(14.8022927, 100.6088441)",ทรัพย์ทวีรักษาสัตว์ 065 868 0805 https://maps.app.goo.gl/vCoHRWZYUndrTFtB7?g_st=ic,,
219,trio800801219,800801219@supertriodog.com,800801219,หมอป๋องยาสัตว์,ท่าศาลา,อำเภอท่าศาลา,นครศรีธรรมราช,800801,ทุกวัน,7:00:00 AM,5:00:00 PM,"256/9 Phahonyothin Road, Tha Sala, Mueang Lop Buri District, Lopburi 15000",818681389,"(14.7963195, 100.6650451)",ยาสัตว์หมอป๋อง 081 868 1389 https://maps.app.goo.gl/XGKicvoMR8zXcnnR6?g_st=ic,,
220,trio420101220,420101220@supertriodog.com,420101220,โรงพยาบาล น.สพ.ชาญประเสริฐ พลซา,กุดป่อง,อำเภอเมืองเลย,เลย,420101,ทุกวัน,10:00:00 AM,6:00:00 PM,"เลขที่ 18/1 กุดป่อง เมืองเลย, Loei 42000",093 562 9659,"(17.4931432, 101.7209050)",โรงพยาบาล น.สพ.ชาญประเสริฐ พลซา 093 562 9659 https://maps.app.goo.gl/vyd22WAZS9VE2aMu5?g_st=ic,,
221,trio650111221,650111221@supertriodog.com,650111221,บดินทร์สัตวแพทย์,หัวรอ,อำเภอเมืองพิษณุโลก,พิษณุโลก,650111,ทุกวัน,10:00:00 AM,7:00:00 PM,"281/45 ม.5 ถ เอกาทศรฐ Hua Ro, Mueang Phitsanulok District, Phitsanulok 65000",084 696 2192,"(16.8467973, 100.2660363)",บดินทร์สัตวแพทย์ 084 696 2192 https://maps.app.goo.gl/rChvMjsoazAhXEBaA?g_st=ic,,
222,trio420101222,420101222@supertriodog.com,420101222,พิงพันธ์สัตวแพทย์,กุดป่อง,อำเภอเมืองเลย,เลย,420101,ทุกวัน,5:30:00 PM,7:00:00 PM,156 ถ.เจริญรัฐ	ต.กุดป่อง	เมือง	เลย	42000,081 407 1850,"(17.4830862, 101.7296621)",พิงพันธ์สัตวแพทย์ 081 407 1850 https://maps.app.goo.gl/STrmL3XLW19Aec3fA?g_st=ic,,
223,trio160101223,160101223@supertriodog.com,160101223,นารายณ์สัตวแพทย์,ทะเลชุบศร,อำเภอเมืองลพบุรี,ลพบุรี,160101,ทุกวัน,10:00:00 AM,6:00:00 PM,155 ถ.นารายณ์มหาราช	ต.ทะเลชุบศร	เมือง	ลพบุรี	15000,081 572 4150,"(14.7776148, 100.6923050)",นารายณ์สัตวแพทย์ 081 572 4150 https://maps.app.goo.gl/NeYSd3uPHWkEubqV6?g_st=ic,,
224,trio670501224,670501224@supertriodog.com,670501224,บ้านสัตวแพทย์,ท่าโรง,อำเภอวิเชียรบุรี,เพชรบูรณ์,670501,ทุกวัน,10:00:00 AM,7:00:00 PM,"324 Tha Rong, Wichian Buri District, Phetchabun 67130",085 005 8988,"(15.6692287, 101.1123836)",คลินิกบ้านสัตวแพทย์ วิเชียรบุรี เพชรบูรณ์ 085 005 8988 https://maps.app.goo.gl/NATtx7Acw5hvRbew5?g_st=ic,,
225,trio840202225,840202225@supertriodog.com,840202225,ปันสุขรักษาสัตว์,ท่าทอง,อำเภอกาญจนดิษฐ์,สุราษฎร์ธานี,840202,ทุกวัน,10:00:00 AM,7:00:00 PM,209/4 ม.1 ต.ท่าทอง เมืองพิษณุโลก Phitsanulok 65000,055 000 218,"(16.7913743, 100.2265327)",ปันสุขรักษาสัตว์ 055 000 218 https://maps.app.goo.gl/UZVxm8n47pCvxYhRA?g_st=ic,,
226,trio670301226,670301226@supertriodog.com,670301226,พรทรัพย์สัตวแพทย์,หล่มสัก,อำเภอหล่มสัก,เพชรบูรณ์,670301,ทุกวัน,10:00:00 AM,6:00:00 PM,120/9 ถ.วจี	ต.หล่มสัก	หล่มสัก	เพชรบูรณ์	67110,081-9527239,"(16.7886671, 101.2424097)",พรทรัพย์สัตวแพทย์ https://maps.app.goo.gl/xWXxTi2JGyBfPSWY7?g_st=ic,,
227,trio130604227,130604227@supertriodog.com,130604227,โรงพยาบาลสัตว์เมืองเอก สาขาเมืองเอก,ลำลูกกา,อำเภอลำลูกกา,ปทุมธานี,130604,ทุกวัน,12:00:00 AM,12:00:00 AM,300/154-157 ซอยพหลโยธิน 87 ปากทางเข้าหมู่บ้านเมืองเอก (มหาวิทยาลัยรังสิต),02-5363995,"(13.9671732, 100.6118648)",https://maps.app.goo.gl/wtPELjm27HUsHeqJ7?g_st=ic,โรงพยาบาลสัตว์เมืองเอก,@macvetma
228,trio160101228,160101228@supertriodog.com,160101228,พิชัยสัตวแพทย์,ทะเลชุบศร,อำเภอเมืองลพบุรี,ลพบุรี,160101,ทุกวัน,10:00:00 AM,7:00:00 PM,2 1-3 ถนน รามเดโช ตำบลทะเลชุบศร อำเภอเมืองลพบุรี ลพบุรี 15000,065 541 9532,"(14.7958955, 100.6172605)",Pichai animal hospital 065 541 9532 https://maps.app.goo.gl/gBJVGkAbEJzxvYZr5?g_st=ic,,
229,trio901101229,901101229@supertriodog.com,901101229,โรงพยาบาลสัตว์พลพิชัย,หาดใหญ่,อำเภอหาดใหญ่,สงขลา,901101,ทุกวัน,8:30:00 AM,12:00:00 AM,69/5-7 ถนน พลพิชัย,087 845 7448,"6.9980867508789615, 100.4622732702",https://goo.gl/maps/oyw3a89dLcdMkEuE6,https://www.facebook.com/Polpichaivetclinic.Hospital,
230,trio820101230,820101230@supertriodog.com,820101230,โรงพยาบาลสัตว์ศิริราษฎร์,ท้ายช้าง,อำเภอเมืองพังงา,พังงา,820101,ทุกวัน,8:00:00 AM,8:00:00 PM,15/3 ซอย ศิริราษฎร์,089 651 5475,"8.455826986711232, 98.53096379146213",https://goo.gl/maps/DRSWFJNsoPfF6Tme8,https://www.facebook.com/SiriratAnimalHospital,
231,trio620406231,620406231@supertriodog.com,620406231,ร้านสัตวแพทย์,สลกบาตร,อำเภอขาณุวรลักษบุรี,กำแพงเพชร,620406,ทุกวัน,10:00:00 AM,6:00:00 PM,"1441/4 ม.1, ถ.สลกบาตร-แสนตอ สลกบาตร Khanu Woralaksaburi District, Kamphaeng Phet 62140",055 771 935,"(16.0042654, 99.8080582)",สัตวแพทย์ 055 771 935 https://maps.app.goo.gl/5u6959YfCwCdaJaF8?g_st=ic,,
232,trio200401232,200401232@supertriodog.com,200401232,โรงพยาบาลสัตว์เมืองเอก สาขาพัทยา,บางละมุง,อำเภอบางละมุง,ชลบุรี,200401,ทุกวัน,12:00:00 AM,12:00:00 AM,44 57 หมู่ที่ 11 ถ. สุขุมวิท,038 233 200,"(12.9037500, 100.8962030)",https://maps.app.goo.gl/WSzxD2HXT5EnxVkx8?g_st=ic,Muang Ake Central Pet Hospital,@macvetpy
